X,Y,Z,t,K1,K2,K3,Qo,Qw,Iw,Pressure,SWAT
140,580,63,2,680,680,68,0,0,0,262.72534,0.35910904
160,580,63,2,668,668,66.800003,0,0,0,261.78021,0.35916674
180,580,63,2,656,656,65.599998,0,0,0,260.67728,0.35923409
200,580,63,2,642,642,64.199997,0,0,0,259.40027,0.35931209
220,580,63,2,628,628,62.799999,0,0,0,257.93021,0.35940188
240,580,63,2,613,613,61.299999,0,0,0,256.2446,0.35950488
260,580,63,2,596,596,59.599998,0,0,0,254.3215,0.35962245
280,580,63,2,579,579,57.900002,0,0,0,252.14545,0.35975549
300,580,63,2,561,561,56.099998,0,0,0,249.70927,0.3599045
320,580,63,2,543,543,54.299999,0,0,0,247.02248,0.36006895
340,580,63,2,525,525,52.5,0,0,0,244.11739,0.36024681
360,580,63,2,508,508,50.799999,0,0,0,241.04817,0.36043468
380,580,63,2,493,493,49.299999,0,0,0,237.88818,0.36062786
400,580,63,2,480,480,48,0,0,0,234.72693,0.36081851
420,580,63,2,471,471,47.099998,0,0,0,231.65065,0.36100087
440,580,63,2,466,466,46.599998,0,0,0,228.74741,0.36116657
460,580,63,2,466,466,46.599998,0,0,0,226.11311,0.36130717
480,580,63,2,473,473,47.299999,0,0,0,223.90186,0.36141625
500,580,63,2,486,486,48.599998,0,0,0,222.39191,0.3614898
520,580,63,2,508,508,50.799999,0,0,0,222.02135,0.3614983
540,580,63,2,539,539,53.900002,0,0,0,223.13229,0.36143667
560,580,63,2,580,580,58,0,0,0,224.87135,0.36135456
580,580,63,2,634,634,63.400002,0,0,0,226.64284,0.36127841
600,580,63,2,700,700,70,0,0,0,228.21068,0.36119968
620,580,63,2,780,780,78,0,0,0,229.52943,0.36112714
640,580,63,2,872,872,87.199997,0,0,0,230.62386,0.36106586
660,580,63,2,975,975,97.5,0,0,0,231.53485,0.36101556
680,580,63,2,1086,1086,108.6,0,0,0,232.30196,0.36096954
700,580,63,2,1200,1200,120,0,0,0,232.9572,0.36092997
720,580,63,2,1308,1308,130.8,0,0,0,233.52473,0.36089551
740,580,63,2,1404,1404,140.39999,0,0,0,234.02255,0.36086521
760,580,63,2,1479,1479,147.89999,0,0,0,234.46402,0.36083838
780,580,63,2,1527,1527,152.7,0,0,0,234.8593,0.36081418
800,580,63,2,1546,1546,154.60001,0,0,0,235.21632,0.36079231
820,580,63,2,1534,1534,153.39999,0,0,0,235.54192,0.36077234
840,580,63,2,1497,1497,149.7,0,0,0,235.84253,0.36075392
860,580,63,2,1439,1439,143.89999,0,0,0,236.12419,0.36073664
880,580,63,2,1370,1370,137,0,0,0,236.3922,0.36072022
900,580,63,2,1296,1296,129.60001,0,0,0,236.65086,0.36070436
920,580,63,2,1225,1225,122.5,0,0,0,236.90137,0.36068898
940,580,63,2,1161,1161,116.1,0,0,0,237.14044,0.36067432
960,580,63,2,1109,1109,110.9,0,0,0,237.36122,0.36066079
980,580,63,2,1070,1070,107,0,0,0,237.55247,0.36064908
1000,580,63,2,1046,1046,104.6,0,0,0,237.69856,0.36064011
1020,580,63,2,1036,1036,103.6,0,0,0,237.78098,0.36063507
20,600,63,2,851,851,85.099998,0,0,0,267.5376,0.35881537
40,600,63,2,843,843,84.300003,0,0,0,267.4072,0.35882333
60,600,63,2,835,835,83.5,0,0,0,267.14316,0.35883945
80,600,63,2,826,826,82.599998,0,0,0,266.7435,0.35886383
100,600,63,2,817,817,81.699997,0,0,0,266.20758,0.35889652
120,600,63,2,807,807,80.699997,0,0,0,265.53494,0.35893756
140,600,63,2,796,796,79.599998,0,0,0,264.72293,0.35898712
160,600,63,2,783,783,78.300003,0,0,0,263.76495,0.35904557
180,600,63,2,770,770,77,0,0,0,262.65042,0.3591136
200,600,63,2,755,755,75.5,0,0,0,261.36429,0.35919213
220,600,63,2,739,739,73.900002,0,0,0,259.88712,0.35928234
240,600,63,2,721,721,72.099998,0,0,0,258.19717,0.35938558
260,600,63,2,702,702,70.199997,0,0,0,256.2728,0.35950315
280,600,63,2,681,681,68.099998,0,0,0,254.09872,0.35963607
300,600,63,2,659,659,65.900002,0,0,0,251.66936,0.3597846
320,600,63,2,637,637,63.700001,0,0,0,248.99626,0.35994813
340,600,63,2,615,615,61.5,0,0,0,246.11469,0.3601245
360,600,63,2,594,594,59.400002,0,0,0,243.08789,0.36030981
380,600,63,2,575,575,57.5,0,0,0,239.99634,0.36049885
400,600,63,2,559,559,55.900002,0,0,0,236.94389,0.36068434
420,600,63,2,547,547,54.700001,0,0,0,234.03891,0.36085969
440,600,63,2,539,539,53.900002,0,0,0,231.38983,0.36101422
460,600,63,2,538,538,53.799999,0,0,0,229.11215,0.36114383
480,600,63,2,544,544,54.400002,0,0,0,227.33096,0.36124507
500,600,63,2,557,557,55.700001,0,0,0,226.20181,0.36130202
520,600,63,2,580,580,58,0,0,0,225.86888,0.36131829
540,600,63,2,614,614,61.400002,0,0,0,226.33694,0.36129242
560,600,63,2,659,659,65.900002,0,0,0,227.27312,0.36124855
580,600,63,2,718,718,71.800003,0,0,0,228.3598,0.36118942
600,600,63,2,790,790,79,0,0,0,229.41565,0.36113158
620,600,63,2,877,877,87.699997,0,0,0,230.366,0.36107889
640,600,63,2,978,978,97.800003,0,0,0,231.19414,0.36103451
660,600,63,2,1091,1091,109.1,0,0,0,231.9086,0.36099297
680,600,63,2,1212,1212,121.2,0,0,0,232.52583,0.36095595
700,600,63,2,1335,1335,133.5,0,0,0,233.06296,0.36092353
720,600,63,2,1453,1453,145.3,0,0,0,233.53493,0.36089489
740,600,63,2,1556,1556,155.60001,0,0,0,233.95351,0.36086944
760,600,63,2,1636,1636,163.60001,0,0,0,234.32799,0.36084673
780,600,63,2,1686,1686,168.60001,0,0,0,234.66611,0.36082602
800,600,63,2,1704,1704,170.39999,0,0,0,234.97444,0.36080715
820,600,63,2,1688,1688,168.8,0,0,0,235.2589,0.36078969
840,600,63,2,1644,1644,164.39999,0,0,0,235.52531,0.36077338
860,600,63,2,1579,1579,157.89999,0,0,0,235.77922,0.3607578
880,600,63,2,1500,1500,150,0,0,0,236.0257,0.36074269
900,600,63,2,1417,1417,141.7,0,0,0,236.26828,0.36072782
920,600,63,2,1336,1336,133.60001,0,0,0,236.50734,0.36071315
940,600,63,2,1264,1264,126.4,0,0,0,236.7395,0.36069891
960,600,63,2,1204,1204,120.4,0,0,0,236.95641,0.36068562
980,600,63,2,1159,1159,115.9,0,0,0,237.14545,0.36067402
1000,600,63,2,1129,1129,112.9,0,0,0,237.29028,0.36066514
1020,600,63,2,1115,1115,111.5,0,0,0,237.37218,0.36066014
20,620,63,2,962,962,96.199997,0,0,0,269.69641,0.35868374
40,620,63,2,958,958,95.800003,0,0,0,269.56015,0.35869205
60,620,63,2,953,953,95.300003,0,0,0,269.28403,0.35870889
80,620,63,2,947,947,94.699997,0,0,0,268.86789,0.35873425
100,620,63,2,939,939,93.900002,0,0,0,268.31244,0.35876814
120,620,63,2,930,930,93,0,0,0,267.6181,0.35881048
140,620,63,2,920,920,92,0,0,0,266.78326,0.35886139
160,620,63,2,907,907,90.699997,0,0,0,265.80301,0.3589212
180,620,63,2,893,893,89.300003,0,0,0,264.66745,0.35899049
200,620,63,2,877,877,87.699997,0,0,0,263.36206,0.35907018
220,620,63,2,858,858,85.800003,0,0,0,261.86929,0.35916132
240,620,63,2,837,837,83.699997,0,0,0,260.16705,0.35926524
260,620,63,2,814,814,81.400002,0,0,0,258.23416,0.35938331
280,620,63,2,789,789,78.900002,0,0,0,256.05661,0.35951638
300,620,63,2,763,763,76.300003,0,0,0,253.62933,0.35966474
320,620,63,2,736,736,73.599998,0,0,0,250.96643,0.35982761
340,620,63,2,709,709,70.900002,0,0,0,248.10483,0.3600027
360,620,63,2,683,683,68.300003,0,0,0,245.11182,0.36018589
380,620,63,2,659,659,65.900002,0,0,0,242.07973,0.36037156
400,620,63,2,639,639,63.900002,0,0,0,239.11578,0.36055255
420,620,63,2,623,623,62.299999,0,0,0,236.33807,0.36072046
440,620,63,2,613,613,61.299999,0,0,0,233.85887,0.36087048
460,620,63,2,609,609,60.900002,0,0,0,231.78313,0.36099264
480,620,63,2,613,613,61.299999,0,0,0,230.20032,0.36108208
500,620,63,2,626,626,62.599998,0,0,0,229.18111,0.36114207
520,620,63,2,650,650,65,0,0,0,228.7525,0.36116779
540,620,63,2,684,684,68.400002,0,0,0,228.85509,0.36116156
560,620,63,2,732,732,73.199997,0,0,0,229.31354,0.36113551
580,620,63,2,794,794,79.400002,0,0,0,229.9473,0.36110014
600,620,63,2,871,871,87.099998,0,0,0,230.62817,0.36106318
620,620,63,2,964,964,96.400002,0,0,0,231.28621,0.36102864
640,620,63,2,1071,1071,107.1,0,0,0,231.89108,0.36099347
660,620,63,2,1192,1192,119.2,0,0,0,232.43466,0.36096105
680,620,63,2,1320,1320,132,0,0,0,232.91968,0.3609319
700,620,63,2,1450,1450,145,0,0,0,233.35312,0.36090574
720,620,63,2,1574,1574,157.39999,0,0,0,233.74252,0.36088213
740,620,63,2,1683,1683,168.3,0,0,0,234.09496,0.36086088
760,620,63,2,1766,1766,176.60001,0,0,0,234.41667,0.3608413
780,620,63,2,1818,1818,181.8,0,0,0,234.71349,0.36082312
800,620,63,2,1834,1834,183.39999,0,0,0,234.99055,0.36080614
820,620,63,2,1815,1815,181.5,0,0,0,235.25302,0.36079007
840,620,63,2,1766,1766,176.60001,0,0,0,235.50616,0.36077455
860,620,63,2,1694,1694,169.39999,0,0,0,235.75471,0.36075929
880,620,63,2,1608,1608,160.8,0,0,0,236.0027,0.36074409
900,620,63,2,1517,1517,151.7,0,0,0,236.25243,0.36072877
920,620,63,2,1428,1428,142.8,0,0,0,236.50249,0.36071345
940,620,63,2,1349,1349,134.89999,0,0,0,236.74724,0.36069843
960,620,63,2,1282,1282,128.2,0,0,0,236.97662,0.36068437
980,620,63,2,1231,1231,123.1,0,0,0,237.17627,0.36067215
1000,620,63,2,1197,1197,119.7,0,0,0,237.32832,0.36066282
1020,620,63,2,1179,1179,117.9,0,0,0,237.41364,0.36065757
20,640,63,2,1073,1073,107.3,0,0,0,271.94351,0.35854673
40,640,63,2,1074,1074,107.4,0,0,0,271.79803,0.35855561
60,640,63,2,1073,1073,107.3,0,0,0,271.50433,0.3585735
80,640,63,2,1069,1069,106.9,0,0,0,271.064,0.35860035
100,640,63,2,1064,1064,106.4,0,0,0,270.4798,0.35863596
120,640,63,2,1056,1056,105.6,0,0,0,269.75351,0.35868025
140,640,63,2,1046,1046,104.6,0,0,0,268.88553,0.35873318
160,640,63,2,1033,1033,103.3,0,0,0,267.87195,0.35879499
180,640,63,2,1017,1017,101.7,0,0,0,266.70465,0.35886618
200,640,63,2,999,999,99.900002,0,0,0,265.3696,0.35894766
220,640,63,2,978,978,97.800003,0,0,0,263.84955,0.35904041
240,640,63,2,953,953,95.300003,0,0,0,262.12491,0.3591457
260,640,63,2,926,926,92.599998,0,0,0,260.17392,0.35926482
280,640,63,2,896,896,89.599998,0,0,0,257.98346,0.35939863
300,640,63,2,864,864,86.400002,0,0,0,255.54968,0.35954735
320,640,63,2,832,832,83.199997,0,0,0,252.88805,0.35971007
340,640,63,2,799,799,79.900002,0,0,0,250.03911,0.35988432
360,640,63,2,767,767,76.699997,0,0,0,247.06972,0.36006606
380,640,63,2,738,738,73.800003,0,0,0,244.07567,0.36024934
400,640,63,2,713,713,71.300003,0,0,0,241.17099,0.36042705
420,640,63,2,693,693,69.300003,0,0,0,238.47307,0.36059186
440,640,63,2,679,679,67.900002,0,0,0,236.08961,0.36073557
460,640,63,2,672,672,67.199997,0,0,0,234.11104,0.36085567
480,640,63,2,674,674,67.400002,0,0,0,232.59938,0.36094773
500,640,63,2,685,685,68.5,0,0,0,231.57925,0.36100692
520,640,63,2,708,708,70.800003,0,0,0,231.03348,0.36103904
540,640,63,2,743,743,74.300003,0,0,0,230.89401,0.36104748
560,640,63,2,791,791,79.099998,0,0,0,231.0472,0.36103931
580,640,63,2,855,855,85.5,0,0,0,231.37572,0.361022
600,640,63,2,934,934,93.400002,0,0,0,231.78783,0.36099878
620,640,63,2,1030,1030,103,0,0,0,232.22411,0.36097291
640,640,63,2,1141,1141,114.1,0,0,0,232.65192,0.3609474
660,640,63,2,1265,1265,126.5,0,0,0,233.05612,0.3609232
680,640,63,2,1397,1397,139.7,0,0,0,233.43201,0.36090061
700,640,63,2,1531,1531,153.10001,0,0,0,233.78001,0.3608796
720,640,63,2,1658,1658,165.8,0,0,0,234.10304,0.36086023
740,640,63,2,1769,1769,176.89999,0,0,0,234.40495,0.36084199
760,640,63,2,1853,1853,185.3,0,0,0,234.68991,0.36082453
780,640,63,2,1905,1905,190.5,0,0,0,234.9624,0.36080784
800,640,63,2,1919,1919,191.89999,0,0,0,235.22678,0.36079165
820,640,63,2,1898,1898,189.8,0,0,0,235.48764,0.36077568
840,640,63,2,1845,1845,184.5,0,0,0,235.74963,0.36075962
860,640,63,2,1769,1769,176.89999,0,0,0,236.01643,0.36074325
880,640,63,2,1678,1678,167.8,0,0,0,236.29088,0.36072642
900,640,63,2,1582,1582,158.2,0,0,0,236.57262,0.36070916
920,640,63,2,1489,1489,148.89999,0,0,0,236.85754,0.36069167
940,640,63,2,1405,1405,140.5,0,0,0,237.13719,0.36067453
960,640,63,2,1335,1335,133.5,0,0,0,237.39847,0.3606585
980,640,63,2,1281,1281,128.10001,0,0,0,237.62355,0.3606447
1000,640,63,2,1243,1243,124.3,0,0,0,237.79248,0.36063436
1020,640,63,2,1223,1223,122.3,0,0,0,237.88611,0.3606286
20,660,63,2,1180,1180,118,0,0,0,274.27533,0.35840464
40,660,63,2,1185,1185,118.5,0,0,0,274.11673,0.35841432
60,660,63,2,1188,1188,118.8,0,0,0,273.79892,0.35843366
80,660,63,2,1187,1187,118.7,0,0,0,273.32513,0.35846254
100,660,63,2,1183,1183,118.3,0,0,0,272.70126,0.35850057
120,660,63,2,1177,1177,117.7,0,0,0,271.93179,0.35854745
140,660,63,2,1166,1166,116.6,0,0,0,271.01831,0.35860315
160,660,63,2,1153,1153,115.3,0,0,0,269.95914,0.3586677
180,660,63,2,1135,1135,113.5,0,0,0,268.74725,0.35874161
200,660,63,2,1114,1114,111.4,0,0,0,267.37057,0.35882556
220,660,63,2,1089,1089,108.9,0,0,0,265.81168,0.35892066
240,660,63,2,1061,1061,106.1,0,0,0,264.05182,0.35902807
260,660,63,2,1028,1028,102.8,0,0,0,262.07126,0.35914898
280,660,63,2,993,993,99.300003,0,0,0,259.85635,0.35928422
300,660,63,2,955,955,95.5,0,0,0,257.40503,0.35943398
320,660,63,2,916,916,91.599998,0,0,0,254.73222,0.35959733
340,660,63,2,877,877,87.699997,0,0,0,251.88222,0.35977158
360,660,63,2,840,840,84,0,0,0,248.92229,0.35995266
380,660,63,2,805,805,80.5,0,0,0,245.94754,0.36013475
400,660,63,2,774,774,77.400002,0,0,0,243.07263,0.36031073
420,660,63,2,749,749,74.900002,0,0,0,240.41322,0.36047336
440,660,63,2,731,731,73.099998,0,0,0,238.07224,0.36061648
460,660,63,2,720,720,72,0,0,0,236.1257,0.36073405
480,660,63,2,719,719,71.900002,0,0,0,234.61783,0.36082566
500,660,63,2,728,728,72.800003,0,0,0,233.55283,0.36089087
520,660,63,2,749,749,74.900002,0,0,0,232.89691,0.36093107
540,660,63,2,782,782,78.199997,0,0,0,232.58472,0.36095026
560,660,63,2,830,830,83,0,0,0,232.53058,0.36095369
580,660,63,2,893,893,89.300003,0,0,0,232.64853,0.36094674
600,660,63,2,971,971,97.099998,0,0,0,232.86848,0.36093369
620,660,63,2,1067,1067,106.7,0,0,0,233.14046,0.36091745
640,660,63,2,1177,1177,117.7,0,0,0,233.43314,0.36089996
660,660,63,2,1301,1301,130.10001,0,0,0,233.72906,0.36088216
680,660,63,2,1432,1432,143.2,0,0,0,234.01967,0.36086473
700,660,63,2,1565,1565,156.5,0,0,0,234.30194,0.36084804
720,660,63,2,1691,1691,169.10001,0,0,0,234.57614,0.36083144
740,660,63,2,1801,1801,180.10001,0,0,0,234.84412,0.36081505
760,660,63,2,1884,1884,188.39999,0,0,0,235.10902,0.36079884
780,660,63,2,1934,1934,193.39999,0,0,0,235.37468,0.36078256
800,660,63,2,1948,1948,194.8,0,0,0,235.6452,0.36076602
820,660,63,2,1925,1925,192.5,0,0,0,235.92523,0.36074886
840,660,63,2,1871,1871,187.10001,0,0,0,236.21869,0.36073086
860,660,63,2,1794,1794,179.39999,0,0,0,236.52831,0.36071187
880,660,63,2,1702,1702,170.2,0,0,0,236.85524,0.36069182
900,660,63,2,1605,1605,160.5,0,0,0,237.19563,0.36067095
920,660,63,2,1511,1511,151.10001,0,0,0,237.54219,0.3606497
940,660,63,2,1426,1426,142.60001,0,0,0,237.88123,0.3606289
960,660,63,2,1355,1355,135.5,0,0,0,238.19571,0.36060962
980,660,63,2,1300,1300,130,0,0,0,238.46284,0.36059326
1000,660,63,2,1261,1261,126.1,0,0,0,238.66092,0.3605811
1020,660,63,2,1240,1240,124,0,0,0,238.76889,0.36057448
20,680,63,2,1276,1276,127.6,0,0,0,276.6998,0.36063489
40,680,63,2,1285,1285,128.5,0,0,0,276.52365,0.36023667
60,680,63,2,1291,1291,129.10001,0,0,0,276.17313,0.35957026
80,680,63,2,1293,1293,129.3,0,0,0,275.65466,0.35879168
100,680,63,2,1291,1291,129.10001,0,0,0,274.97833,0.35836181
120,680,63,2,1285,1285,128.5,0,0,0,274.1524,0.35841215
140,680,63,2,1274,1274,127.4,0,0,0,273.17978,0.35847139
160,680,63,2,1259,1259,125.9,0,0,0,272.06116,0.35853958
180,680,63,2,1239,1239,123.9,0,0,0,270.79108,0.35861698
200,680,63,2,1214,1214,121.4,0,0,0,269.35855,0.35870433
220,680,63,2,1185,1185,118.5,0,0,0,267.74756,0.35880259
240,680,63,2,1151,1151,115.1,0,0,0,265.93948,0.35891289
260,680,63,2,1114,1114,111.4,0,0,0,263.91583,0.35903639
280,680,63,2,1072,1072,107.2,0,0,0,261.66321,0.35917389
300,680,63,2,1028,1028,102.8,0,0,0,259.18079,0.3593255
320,680,63,2,983,983,98.300003,0,0,0,256.48502,0.35949019
340,680,63,2,937,937,93.699997,0,0,0,253.61765,0.35966545
360,680,63,2,894,894,89.400002,0,0,0,250.64983,0.35984698
380,680,63,2,853,853,85.300003,0,0,0,247.6758,0.36002895
400,680,63,2,817,817,81.699997,0,0,0,244.80679,0.36020458
420,680,63,2,787,787,78.699997,0,0,0,242.15495,0.36036694
440,680,63,2,764,764,76.400002,0,0,0,239.81888,0.36050975
460,680,63,2,749,749,74.900002,0,0,0,237.86737,0.36062917
480,680,63,2,744,744,74.400002,0,0,0,236.33102,0.36072254
500,680,63,2,750,750,75,0,0,0,235.20569,0.36079073
520,680,63,2,768,768,76.800003,0,0,0,234.45293,0.36083686
540,680,63,2,798,798,79.800003,0,0,0,234.01172,0.36086401
560,680,63,2,843,843,84.300003,0,0,0,233.81046,0.36087641
580,680,63,2,902,902,90.199997,0,0,0,233.77998,0.36087838
600,680,63,2,978,978,97.800003,0,0,0,233.86221,0.36087352
620,680,63,2,1069,1069,106.9,0,0,0,234.01418,0.36086443
640,680,63,2,1175,1175,117.5,0,0,0,234.20686,0.36085296
660,680,63,2,1294,1294,129.39999,0,0,0,234.42207,0.36084029
680,680,63,2,1420,1420,142,0,0,0,234.64987,0.36082682
700,680,63,2,1548,1548,154.8,0,0,0,234.88551,0.36081243
720,680,63,2,1669,1669,166.89999,0,0,0,235.12796,0.36079761
740,680,63,2,1774,1774,177.39999,0,0,0,235.37833,0.36078227
760,680,63,2,1853,1853,185.3,0,0,0,235.63969,0.36076632
780,680,63,2,1901,1901,190.10001,0,0,0,235.91592,0.36074942
800,680,63,2,1914,1914,191.39999,0,0,0,236.21161,0.36073127
820,680,63,2,1892,1892,189.2,0,0,0,236.53159,0.36071166
840,680,63,2,1840,1840,184,0,0,0,236.87943,0.36069033
860,680,63,2,1765,1765,176.5,0,0,0,237.25719,0.36066717
880,680,63,2,1676,1676,167.60001,0,0,0,237.66336,0.36064225
900,680,63,2,1582,1582,158.2,0,0,0,238.09103,0.36061606
920,680,63,2,1491,1491,149.10001,0,0,0,238.5274,0.3605893
940,680,63,2,1409,1409,140.89999,0,0,0,238.9529,0.36056322
960,680,63,2,1340,1340,134,0,0,0,239.34442,0.36053923
980,680,63,2,1286,1286,128.60001,0,0,0,239.67415,0.36051902
1000,680,63,2,1249,1249,124.9,0,0,0,239.91542,0.36050424
1020,680,63,2,1229,1229,122.9,0,0,0,240.04463,0.36049631
20,700,63,2,1356,1356,135.60001,0,0,0,279.17145,0.36404085
40,700,63,2,1369,1369,136.89999,0,0,0,278.98322,0.36370254
60,700,63,2,1378,1378,137.8,0,0,0,278.60916,0.36317101
80,700,63,2,1381,1381,138.10001,0,0,0,278.05331,0.36255854
100,700,63,2,1380,1380,138,0,0,0,277.3219,0.36130658
120,700,63,2,1373,1373,137.3,0,0,0,276.42474,0.35945848
140,700,63,2,1361,1361,136.10001,0,0,0,275.3761,0.35833761
160,700,63,2,1344,1344,134.39999,0,0,0,274.18256,0.3584103
180,700,63,2,1321,1321,132.10001,0,0,0,272.83893,0.35849217
200,700,63,2,1292,1292,129.2,0,0,0,271.33566,0.35858381
220,700,63,2,1258,1258,125.8,0,0,0,269.65756,0.35868609
240,700,63,2,1219,1219,121.9,0,0,0,267.78671,0.3588002
260,700,63,2,1176,1176,117.6,0,0,0,265.70578,0.35892713
280,700,63,2,1128,1128,112.8,0,0,0,263.40176,0.35906774
300,700,63,2,1078,1078,107.8,0,0,0,260.87347,0.35922211
320,700,63,2,1026,1026,102.6,0,0,0,258.13974,0.3593891
340,700,63,2,974,974,97.400002,0,0,0,255.24203,0.35956615
360,700,63,2,925,925,92.5,0,0,0,252.24992,0.35974911
380,700,63,2,878,878,87.800003,0,0,0,249.258,0.35993212
400,700,63,2,837,837,83.699997,0,0,0,246.37535,0.36010855
420,700,63,2,802,802,80.199997,0,0,0,243.71011,0.36027172
440,700,63,2,775,775,77.5,0,0,0,241.35568,0.36041591
460,700,63,2,756,756,75.599998,0,0,0,239.37677,0.36053693
480,700,63,2,747,747,74.699997,0,0,0,237.79816,0.36063358
500,700,63,2,749,749,74.900002,0,0,0,236.61011,0.36070642
520,700,63,2,763,763,76.300003,0,0,0,235.77448,0.36075714
540,700,63,2,789,789,78.900002,0,0,0,235.23381,0.36079013
560,700,63,2,829,829,82.900002,0,0,0,234.92484,0.36080903
580,700,63,2,883,883,88.300003,0,0,0,234.78748,0.36081749
600,700,63,2,953,953,95.300003,0,0,0,234.77089,0.36081868
620,700,63,2,1037,1037,103.7,0,0,0,234.8364,0.36081499
640,700,63,2,1136,1136,113.6,0,0,0,234.95694,0.36080793
660,700,63,2,1246,1246,124.6,0,0,0,235.1147,0.3607983
680,700,63,2,1363,1363,136.3,0,0,0,235.2993,0.36078703
700,700,63,2,1482,1482,148.2,0,0,0,235.50557,0.36077443
720,700,63,2,1594,1594,159.39999,0,0,0,235.73216,0.36076057
740,700,63,2,1692,1692,169.2,0,0,0,235.98053,0.36074543
760,700,63,2,1766,1766,176.60001,0,0,0,236.25421,0.36072865
780,700,63,2,1811,1811,181.10001,0,0,0,236.55786,0.36071005
800,700,63,2,1823,1823,182.3,0,0,0,236.89737,0.36068922
820,700,63,2,1803,1803,180.3,0,0,0,237.27805,0.36066589
840,700,63,2,1755,1755,175.5,0,0,0,237.70384,0.36063978
860,700,63,2,1685,1685,168.5,0,0,0,238.17578,0.36061084
880,700,63,2,1603,1603,160.3,0,0,0,238.68973,0.36057934
900,700,63,2,1516,1516,151.60001,0,0,0,239.23454,0.36054596
920,700,63,2,1432,1432,143.2,0,0,0,239.79102,0.36051184
940,700,63,2,1356,1356,135.60001,0,0,0,240.33322,0.36047861
960,700,63,2,1292,1292,129.2,0,0,0,240.82907,0.36044824
980,700,63,2,1242,1242,124.2,0,0,0,241.24432,0.36042279
1000,700,63,2,1208,1208,120.8,0,0,0,241.54468,0.3604044
1020,700,63,2,1190,1190,119,0,0,0,241.70302,0.36039469
20,720,63,2,1418,1418,141.8,0,0,0,281.655,0.36757794
40,720,63,2,1433,1433,143.3,0,0,0,281.44983,0.36718869
60,720,63,2,1444,1444,144.39999,0,0,0,281.04651,0.36658517
80,720,63,2,1448,1448,144.8,0,0,0,280.45621,0.36555293
100,720,63,2,1446,1446,144.60001,0,0,0,279.68546,0.36432078
120,720,63,2,1439,1439,143.89999,0,0,0,278.73962,0.36307871
140,720,63,2,1425,1425,142.5,0,0,0,277.62143,0.36146766
160,720,63,2,1404,1404,140.39999,0,0,0,276.3356,0.35875025
180,720,63,2,1378,1378,137.8,0,0,0,274.90115,0.35836652
200,720,63,2,1344,1344,134.39999,0,0,0,273.3103,0.35846344
220,720,63,2,1305,1305,130.5,0,0,0,271.5491,0.35857078
240,720,63,2,1261,1261,126.1,0,0,0,269.59991,0.35868961
260,720,63,2,1211,1211,121.1,0,0,0,267.44623,0.35882097
280,720,63,2,1157,1157,115.7,0,0,0,265.07584,0.35896558
300,720,63,2,1101,1101,110.1,0,0,0,262.48795,0.35912353
320,720,63,2,1043,1043,104.3,0,0,0,259.70071,0.35929373
340,720,63,2,986,986,98.599998,0,0,0,256.75812,0.3594735
360,720,63,2,931,931,93.099998,0,0,0,253.72751,0.35965875
380,720,63,2,880,880,88,0,0,0,250.70248,0.35984376
400,720,63,2,835,835,83.5,0,0,0,247.79034,0.36002195
420,720,63,2,796,796,79.599998,0,0,0,245.09601,0.36018687
440,720,63,2,764,764,76.400002,0,0,0,242.70999,0.360333
460,720,63,2,742,742,74.199997,0,0,0,240.69223,0.36045659
480,720,63,2,729,729,72.900002,0,0,0,239.06549,0.3605561
500,720,63,2,727,727,72.699997,0,0,0,237.81789,0.36063251
520,720,63,2,737,737,73.699997,0,0,0,236.9118,0.36068806
540,720,63,2,758,758,75.800003,0,0,0,236.29341,0.360726
560,720,63,2,792,792,79.199997,0,0,0,235.90405,0.36074987
580,720,63,2,840,840,84,0,0,0,235.68857,0.3607631
600,720,63,2,901,901,90.099998,0,0,0,235.60089,0.36076847
620,720,63,2,977,977,97.699997,0,0,0,235.605,0.36076823
640,720,63,2,1065,1065,106.5,0,0,0,235.6752,0.36076397
660,720,63,2,1164,1164,116.4,0,0,0,235.79448,0.36075667
680,720,63,2,1270,1270,127,0,0,0,235.95261,0.36074698
700,720,63,2,1377,1377,137.7,0,0,0,236.14476,0.3607353
720,720,63,2,1478,1478,147.8,0,0,0,236.37006,0.36072156
740,720,63,2,1566,1566,156.60001,0,0,0,236.63087,0.36070555
760,720,63,2,1633,1633,163.3,0,0,0,236.93182,0.36068711
780,720,63,2,1674,1674,167.39999,0,0,0,237.27942,0.3606658
800,720,63,2,1686,1686,168.60001,0,0,0,237.68105,0.36064118
820,720,63,2,1669,1669,166.89999,0,0,0,238.14345,0.36061284
840,720,63,2,1627,1627,162.7,0,0,0,238.67093,0.3605805
860,720,63,2,1566,1566,156.60001,0,0,0,239.26407,0.36054415
880,720,63,2,1493,1493,149.3,0,0,0,239.91595,0.36050418
900,720,63,2,1416,1416,141.60001,0,0,0,240.60995,0.36046165
920,720,63,2,1340,1340,134,0,0,0,241.32089,0.36041811
940,720,63,2,1273,1273,127.3,0,0,0,242.01337,0.36037567
960,720,63,2,1216,1216,121.6,0,0,0,242.64548,0.36033696
980,720,63,2,1173,1173,117.3,0,0,0,243.17183,0.36030471
1000,720,63,2,1144,1144,114.4,0,0,0,243.55048,0.36028153
1020,720,63,2,1130,1130,113,0,0,0,243.74855,0.3602694
20,740,63,2,1460,1460,146,0,0,0,284.18167,0.37136859
40,740,63,2,1477,1477,147.7,0,0,0,283.95773,0.37078896
